sid,season,number,basin,subbasin,name,iso_time,nature,latitude,longitude,wmo_wind,wmo_pressure,wmo_agency,track_type,dist2land,landfall,iflag,usa_agency,usa_latitude,usa_longitude,usa_record,usa_status,usa_wind,usa_pressure,usa_sshs,usa_r34_ne,usa_r34_se,usa_r34_sw,usa_r34_nw,usa_r50_ne,usa_r50_se,usa_r50_sw,usa_r50_nw,usa_r64_ne,usa_r64_se,usa_r64_sw,usa_r64_nw,usa_poci,usa_roci,usa_rmw,usa_eye,tokyo_latitude,tokyo_longitude,tokyo_grade,tokyo_wind,tokyo_pressure,tokyo_r50_dir,tokyo_r50_longitude,tokyo_r50_short,tokyo_r30_dir,tokyo_r30_long,tokyo_r30_short,tokyo_land,cma_latitude,cma_longitude,cma_cat,cma_wind,cma_pressure,hko_latitude,hko_longitude,hko_cat,hko_wind,hko_pressure,newdelhi_latitude,newdelhi_longitude,newdelhi_grade,newdelhi_wind,newdelhi_pressure,newdelhi_ci,newdelhi_dp,newdelhi_poci,reunion_latitude,reunion_longitude,reunion_type,reunion_wind,reunion_pressure,reunion_tnum,reunion_ci,reunion_rmw,reunion_r34_ne,reunion_r34_se,reunion_r34_sw,reunion_r34_nw,reunion_r50_ne,reunion_r50_se,reunion_r50_sw,reunion_r50_nw,reunion_r64_ne,reunion_r64_se,reunion_r64_sw,reunion_r64_nw,bom_latitude,bom_longitude,bom_type,bom_wind,bom_pressure,bom_tnum,bom_ci,bom_rmw,bom_r34_ne,bom_r34_se,bom_r34_sw,bom_r34_nw,bom_r50_ne,bom_r50_se,bom_r50_sw,bom_r50_nw,bom_r64_ne,bom_r64_se,bom_r64_sw,bom_r64_nw,bom_roci,bom_poci,bom_eye,bom_pos_method,bom_pressure_method,wellington_latitude,wellington_longitude,wellington_wind,wellington_pressure,nadi_latitude,nadi_longitude,nadi_cat,nadi_wind,nadi_pressure,ds824_latitude,ds824_longitude,ds824_stage,ds824_wind,ds824_pressure,td9636_latitude,td9636_longitude,td9636_stage,td9636_wind,td9636_pressure,td9635_latitude,td9635_longitude,td9635_wind,td9635_pressure,td9635_roci,neumann_latitude,neumann_longitude,neumann_class,neumann_wind,neumann_pressure,mlc_latitude,mlc_longitude,mlc_class,mlc_wind,mlc_pressure,usa_atcf_id,source_url,etl_timestamp
1974222N15149,1974,73,WP,MM,MARY,8/16/1974 12:00:00,TS,27.4286,136.514,,980,tokyo,main,665,622,OOOO_____OOO__,jtwc_wp,27.6,136.7, , ,50,,0,,,,,,,,,,,,,,,, ,27.3,136.5,9,,980,0,,,0,,,0,27.1,136,3,48,984,27.2000,136.3,TS,45,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,136.7,TC,50,,27.6,136.7,2,50,,27.6,136.7,50,977,660,,, ,,,,, ,,,WP151974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1974291N10150,1974,120,WP,MM,DELLA,10/24/1974 12:00:00,TS,17.9429,118.071,,965,tokyo,main,235,235,OOOO_____OOO__,jtwc_wp,17.9,118.1, , ,75,,1,,,,,,,,,,,,,,,, ,18,118.1,9,,965,0,,,0,,,0,18,118.1,5,87,967,18.0000,117.9,T,65,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,118.1,TC,75,,17.9,118.1,4,75,,17.9,118.1,75,967,360,,, ,,,,, ,,,WP281974,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1975019N09140,1975,11,WP,MM,LOLA,1/25/1975 12:00:00,TS,12.2857,117.029,,995,tokyo,main,289,289,OOOO_____OOO__,jtwc_wp,12.3,117, , ,45,,0,,,,,,,,,,,,,,,, ,12.3,117.3,9,,995,0,,,0,,,0,12.3,116.8,3,58,993,12.2000,117.1,TS,40,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,117,TC,45,,12.3,117,2,45,,12.3,117,45,995,300,,, ,,,,, ,,,WP011975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976026N02151,1976,8,WP,MM,KATHY,2/1/1976 0:00:00,TS,18.2429,141.629,,970,tokyo,main,1793,1785,OOOO_____OOO__,jtwc_wp,18.4,141.6, , ,65,,1,,,,,,,,,,,,,,,, ,18.5,141,9,,970,0,,,0,,,0,17.9,142.5,4,77,990,17.7000,141.5,T,65,970,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,141.6,TC,65,,18.4,141.6,4,65,,18.4,141.6,65,975,300,,, ,,,,, ,,,WP011976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976190N09163,1976,70,WP,MM,THERESE,7/17/1976 12:00:00,TS,27.7429,128.857,,950,tokyo,main,407,368,OOOO_____OOO__,jtwc_wp,27.7,128.9, , ,90,,2,,,,,,,,,,,,,,,, ,27.8,128.7,9,,950,0,,,0,,,0,28,128.9,5,87,950,27.6000,128.8,STS,60,960,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,128.9,TC,90,,27.7,128.9,4,90,,27.7,128.9,90,953,420,,, ,,,,, ,,,WP091976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976190N09163,1976,70,WP,MM,THERESE,7/18/1976 0:00:00,TS,29.8,128.186,,960,tokyo,main,246,224,OOOO_____OOO__,jtwc_wp,29.8,128.2, , ,85,,2,,,,,,,,,,,,,,,, ,29.7,128.2,9,,960,0,,,0,,,0,29.9,128.1,4,77,955,29.8000,128.2,STS,60,960,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,128.2,TC,85,,29.8,128.2,4,85,,29.8,128.2,85,958,420,,, ,,,,, ,,,WP091976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976213N08160,1976,82,WP,MM,BILLIE,8/10/1976 0:00:00,TS,25.0857,119.943,,970,tokyo,main,37,0,OOOO_____OOO__,jtwc_wp,25.1,119.8, , ,60,,0,,,,,,,,,,,,,,,, ,25.2,119.8,9,,970,0,,,0,,,0,25,120.1,4,68,965,25.0000,120.5,T,65,970,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,119.8,TC,60,,25.1,119.8,2,60,,25.1,119.8,60,970,720,,, ,,,,, ,,,WP131976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976230N18143,1976,94,WP,MM,DOT,8/19/1976 0:00:00,TS,22.8,133.471,,996,tokyo,main,956,906,OOOO_____OOO__,jtwc_wp,22.9,133.3, , ,35,,0,,,,,,,,,,,,,,,, ,22.9,133.6,9,,996,0,,,0,,,0,22.4,134.2,3,48,996,22.7000,133.3,TD,30,1000,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,133.3,TC,35,,22.9,133.3,2,35,,22.9,133.3,35,999,360,,, ,,,,, ,,,WP151976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976246N09157,1976,104,WP,MM,FRAN,9/10/1976 12:00:00,TS,29.6429,129.5,,945,tokyo,main,190,169,OOOO_____OOO__,jtwc_wp,29.6,129.6, , ,90,,2,,,,,,,,,,,,,,,, ,29.9,129,9,,945,0,,,0,,,0,29.6,129.5,5,87,945,29.6000,129.6,T,80,945,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,129.6,TC,90,,29.6,129.6,4,90,,29.6,129.6,90,947,600,,, ,,,,, ,,,WP171976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976246N09157,1976,104,WP,MM,FRAN,9/14/1976 0:00:00,MX,41.916,135.232,,990,tokyo,main,153,115,OOOO_____OOO__,jtwc_wp,42,135, , ,30,,-1,,,,,,,,,,,,,,,, ,42,135,6,,990,0,,,0,,,0,41.6,136,2,38,990,41.5000,136.8,TD,30,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,135,TC,30,,42,135,1,30,,42,135,30,990,420,,, ,,,,, ,,,WP171976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961207N20143,1961,67,WP,MM,IDA,7/29/1961 12:00:00,TS,25.1286,141.257,,980,tokyo,main,1068,996,OOOO_____OOO__,jtwc_wp,25.3,141.3, , ,80,,1,,,,,,,,,,,,,,,, ,25,141.2,9,,980,0,,,0,,,0,24.8,141.2,4,77,982,24.9000,141.2,T,70,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,141.3,TC,80,,25.3,141.3,4,78,,25.3,141.3,78,992,120,,, ,,,,, ,,,WP131961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961248N18155,1961,86,WP,MM,PAMELA,9/10/1961 12:00:00,TS,23.6857,130.4,,955,tokyo,main,815,792,OOOO_____OOO__,jtwc_wp,23.7,130.4, , ,100,,3,,,,,,,,,,,,,,,, ,23.7,130.4,9,,955,0,,,0,,,0,23.5,130.4,6,106,953,23.8000,130.4,ST,90,945,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,130.4,TC,100,,23.7,130.4,4,102,,23.7,130.4,102,946,240,,, ,,,,, ,,,WP201961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961250N07173,1961,89,WP,MM,NANCY,9/13/1961 0:00:00,TS,18.4429,132.314,,890,tokyo,main,982,967,OOOO_____OOO__,jtwc_wp,18.4,132.3, , ,170,,5,,,,,,,,,,,,,,,, ,18.3,132.5,9,,890,0,,,0,,,0,18.5,132.3,6,174,890,18.7000,132.2,SuperT,145,890,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,132.3,TC,170,,18.4,132.3,4,168,,18.4,132.3,168,889,360,,, ,,,,, ,,,WP181961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961269N11161,1961,97,WP,MM,TILDA,10/3/1961 12:00:00,TS,27.7,123.571,,940,tokyo,main,207,148,OOOO_____OOO__,jtwc_wp,27.8,123.7, , ,100,,3,,,,,,,,,,,,,,,, ,27.3,123.4,9,,940,0,,,0,,,0,28.1,123.6,6,106,945,27.3000,123.2,ST,90,945,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,123.7,TC,100,,27.8,123.7,4,100,,27.8,123.7,100,951,300,,, ,,,,, ,,,WP221961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961276N22152,1961,101,WP,MM,VIOLET,10/5/1961 12:00:00,TS,16.3571,144.086,,980,tokyo,main,2058,2035,OOOO_____OOO__,jtwc_wp,16.3,144.1, , ,105,,3,,,,,,,,,,,,,,,, ,16.3,144,9,,980,0,,,0,,,0,16.2,144.1,4,77,975,16.8000,144.1,ST,95,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,144.1,TC,105,,16.3,144.1,4,105,,16.3,144.1,105,965,600,,, ,,,,, ,,,WP231961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961312N14153,1961,118,WP,MM,DOT,11/11/1961 0:00:00,TS,18.1143,143.157,,940,tokyo,main,1861,1831,OOOO_____OOO__,jtwc_wp,18.2,143.2, , ,140,,5,,,,,,,,,,,,,,,, ,18,143.2,9,,940,0,,,0,,,0,18,143,6,145,925,18.0000,143.1,SuperT,125,930,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,143.2,TC,140,,18.2,143.2,4,138,,18.2,143.2,138,929,300,,, ,,,,, ,,,WP261961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961312N14153,1961,118,WP,MM,DOT,11/11/1961 12:00:00,TS,18.7571,141.386,,930,tokyo,main,1722,1692,OOOO_____OOO__,jtwc_wp,18.8,141.4, , ,140,,5,,,,,,,,,,,,,,,, ,18.6,141.5,9,,930,0,,,0,,,0,18.7,141.4,6,145,928,18.8000,141.2,SuperT,120,925,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,141.4,TC,140,,18.8,141.4,4,138,,18.8,141.4,138,925,240,,, ,,,,, ,,,WP261961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962106N10143,1962,35,WP,MM,GEORGIA,4/18/1962 12:00:00,TS,10.5714,142.457,,965,tokyo,main,1447,1447,OOOO_____OOO__,jtwc_wp,10.5,142.5, , ,90,,2,,,,,,,,,,,,,,,, ,10.7,142.4,9,,965,0,,,0,,,0,10.5,142.6,4,77,966,10.8000,142.2,ST,85,970,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,142.5,TC,90,,10.5,142.5,4,88,,10.5,142.5,88,966,360,,, ,,,,, ,,,WP021962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962202N20158,1962,54,WP,MM,LOUISE,7/27/1962 12:00:00,TS,34.6286,135.886,,988,tokyo,main,0,0,OOOO_____OOO__,jtwc_wp,34.6,135.9, , ,40,,0,,,,,,,,,,,,,,,, ,34.6,136,9,,988,0,,,0,,,0,34.6,135.8,3,48,988,34.8000,135.8,TD,30,985,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,135.9,TC,40,,34.6,135.9,2,38,,34.6,135.9,38,979,180,,, ,,,,, ,,,WP071962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962237N07155,1962,67,WP,MM,WANDA,8/31/1962 12:00:00,TS,21.1286,116.514,,965,tokyo,main,192,148,OOOO_____OOO__,jtwc_wp,21.2,116.4, , ,95,,2,,,,,,,,,,,,,,,, ,20.9,116.5,9,,965,0,,,0,,,0,21.2,117,5,97,949,21.0000,116.5,ST,90,950,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,116.4,TC,95,,21.2,116.4,4,95,,21.2,116.4,95,965,420,,, ,,,,, ,,,WP161962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962300N12140,1962,99,WP,MM,IVY,10/29/1962 0:00:00,TS,18.7857,137.571,,1000,tokyo,main,1491,1488,OOOO_____OOO__,jtwc_wp,18.7,138.1, , ,80,,1,,,,,,,,,,,,,,,, ,19,136.2,9,,1000,0,,,0,,,0,19,136.2,3,48,1000,18.7000,138.2,STS,60,975,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,138.1,TC,80,,18.7,138.1,4,80,,18.7,138.1,80,992,120,,, ,,,,, ,,,WP251962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963116N08146,1963,39,WP,MM,OLIVE,5/1/1963 0:00:00,TS,17.8143,147.914,,956,tokyo,main,2067,2047,OOOO_____OOO__,jtwc_wp,17.8,147.8, , ,105,,3,,,,,,,,,,,,,,,, ,17.8,148.2,9,,956,0,,,0,,,0,17.8,148.2,5,87,960,17.9000,147.8,ST,90,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,147.8,TC,105,,17.8,147.8,4,105,,17.8,147.8,105,966,360,,, ,,,,, ,,,WP011963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963158N20116,1963,50,WP,MM,ROSE,6/12/1963 0:00:00,TS,24.2,127.5,,995,tokyo,main,562,562,OOOO_____OOO__,jtwc_wp,23.9,127.6, , ,45,,0,,,,,,,,,,,,,,,, ,24.5,127.4,9,,995,0,,,0,,,0,24.5,127.4,3,48,995,24.8000,127.3,TS,45,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,127.6,TC,45,,23.9,127.6,2,45,,23.9,127.6,45,998,180,,, ,,,,, ,,,WP031963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963163N13135,1963,51,WP,MM,SHIRLEY,6/16/1963 0:00:00,TS,17.5571,129.943,,935,tokyo,main,719,715,OOOO_____OOO__,jtwc_wp,17.6,129.9, , ,140,,5,,,,,,,,,,,,,,,, ,17.5,130,9,,935,0,,,0,,,0,17.4,130,6,136,936,17.6000,130,SuperT,125,935,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,129.9,TC,140,,17.6,129.9,4,140,,17.6,129.9,140,937,240,,, ,,,,, ,,,WP041963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963219N09146,1963,69,WP,MM,CARMEN,8/10/1963 18:00:00,TS,9.5,133.014,,990,tokyo,main,732,693,OOOO_____OOO__,jtwc_wp,9.4,133.1, , ,75,,1,,,,,,,,,,,,,,,, ,9.7,132.5,9,,990,0,,,0,,,0,9.5,133.1,4,77,983,9.70000,133.1,T,65,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,133.1,TC,75,,9.4,133.1,3,75,,9.4,133.1,75,983,300,,, ,,,,, ,,,WP101963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963247N18145,1963,79,WP,MM,GLORIA,9/12/1963 12:00:00,TS,26.1,119.786,,988,tokyo,main,14,14,OOOO_____OOO__,jtwc_wp,26,119.9, , ,40,,0,,,,,,,,,,,,,,,, ,26.2,119.5,9,,988,0,,,0,,,0,26.3,119.9,3,58,982,26.2000,119.5,T,65,985,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,119.9,TC,40,,26,119.9,2,40,,26,119.9,40,952,360,,, ,,,,, ,,,WP141963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963352N02174,1963,120,WP,MM,SUSAN,12/24/1963 12:00:00,TS,14.1,146.971,,970,tokyo,main,1814,1814,OOOO_____OOO__,jtwc_wp,14.1,147.1, , ,110,,3,,,,,,,,,,,,,,,, ,14.1,147.3,9,,970,0,,,0,,,0,13.9,147.2,6,106,961,14.3000,145.9,ST,95,960,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,147.1,TC,110,,14.1,147.1,4,110,,14.1,147.1,110,960,300,,, ,,,,, ,,,WP251963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964193N10145,1964,43,WP,MM,DORIS,7/14/1964 0:00:00,TS,20.0286,127.557,,996,tokyo,main,584,545,OOOO_____OOO__,jtwc_wp,20,127.6, , ,80,,1,,,,,,,,,,,,,,,, ,20.2,127.4,9,,996,0,,,0,,,0,20,127.6,4,77,980,20.0000,127.5,T,70,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,127.6,TC,80,,20,127.6,4,80,,20,127.6,80,983,240,,, ,,,,, ,,,WP071964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964208N17142,1964,50,WP,MM,GRACE,7/27/1964 12:00:00,TS,20.75,134.612,,1000,tokyo,main,1203,1188,OOOO_____OOO__,jtwc_wp,20.5,134.6, , ,40,,0,,,,,,,,,,,,,,,, ,21.1,134.8,9,,1000,0,,,0,,,0,21.4,134.7,1,29,1002,21.0000,134.4,TD,30,1000,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,134.6,TC,40,,20.5,134.6,2,40,,20.5,134.6,40,998,180,,, ,,,,, ,,,WP101964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964215N07150,1964,53,WP,MM,IDA,8/4/1964 0:00:00,TS,11.8714,138.629,,998,tokyo,main,1389,1316,OOOO_____OOO__,jtwc_wp,11.9,138.6, , ,60,,0,,,,,,,,,,,,,,,, ,11.7,138.7,9,,998,0,,,0,,,0,12,138.5,3,48,997,11.8000,138.8,STS,55,999,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,138.6,TC,60,,11.9,138.6,2,60,,11.9,138.6,60,998,300,,, ,,,,, ,,,WP121964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964224N25161,1964,60,WP,MM,KATHY,8/16/1964 12:00:00,TS,27.5571,129.314,,982,tokyo,main,402,402,OOOO_____OOO__,jtwc_wp,27.6,129.3, , ,70,,1,,,,,,,,,,,,,,,, ,27.4,129.4,9,,982,0,,,0,,,0,27.4,129.4,4,77,983,27.7000,129.2,T,65,983,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,129.3,TC,70,,27.6,129.3,3,70,,27.6,129.3,70,983,120,,, ,,,,, ,,,WP151964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964224N25161,1964,60,WP,MM,KATHY,8/18/1964 12:00:00,TS,24.0143,128.214,,955,tokyo,main,636,636,OOOO_____OOO__,jtwc_wp,23.9,128.2, , ,115,,4,,,,,,,,,,,,,,,, ,24.2,128.5,9,,955,0,,,0,,,0,24.2,128.3,6,126,956,24.1000,127.9,SuperT,100,950,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,128.2,TC,115,,23.9,128.2,4,115,,23.9,128.2,115,952,120,,, ,,,,, ,,,WP151964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964247N09159,1964,75,WP,MM,SALLY,9/6/1964 0:00:00,TS,14.4429,140.214,,965,tokyo,main,1608,1527,OOOO_____OOO__,jtwc_wp,14.4,140.3, , ,115,,4,,,,,,,,,,,,,,,, ,14.5,140.2,9,,965,0,,,0,,,0,14.5,140.2,6,126,960,14.5000,139.9,SuperT,100,950,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,140.3,TC,115,,14.4,140.3,4,115,,14.4,140.3,115,948,240,,, ,,,,, ,,,WP211964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964256N17141,1964,80,WP,MM,TILDA,9/15/1964 12:00:00,TS,21.2571,117.286,,992,tokyo,main,196,183,OOOO_____OOO__,jtwc_wp,21.3,117.1, , ,80,,1,,,,,,,,,,,,,,,, ,21.3,117.6,9,,992,0,,,0,,,0,21.3,117.4,4,68,985,21.1000,117.1,T,70,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,117.1,TC,80,,21.2,117.6,4,,,21.3,117.1,80,977,120,,, ,,,,, ,,,WP221964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
