sid,season,number,basin,subbasin,name,iso_time,nature,latitude,longitude,wmo_wind,wmo_pressure,wmo_agency,track_type,dist2land,landfall,iflag,usa_agency,usa_latitude,usa_longitude,usa_record,usa_status,usa_wind,usa_pressure,usa_sshs,usa_r34_ne,usa_r34_se,usa_r34_sw,usa_r34_nw,usa_r50_ne,usa_r50_se,usa_r50_sw,usa_r50_nw,usa_r64_ne,usa_r64_se,usa_r64_sw,usa_r64_nw,usa_poci,usa_roci,usa_rmw,usa_eye,tokyo_latitude,tokyo_longitude,tokyo_grade,tokyo_wind,tokyo_pressure,tokyo_r50_dir,tokyo_r50_longitude,tokyo_r50_short,tokyo_r30_dir,tokyo_r30_long,tokyo_r30_short,tokyo_land,cma_latitude,cma_longitude,cma_cat,cma_wind,cma_pressure,hko_latitude,hko_longitude,hko_cat,hko_wind,hko_pressure,newdelhi_latitude,newdelhi_longitude,newdelhi_grade,newdelhi_wind,newdelhi_pressure,newdelhi_ci,newdelhi_dp,newdelhi_poci,reunion_latitude,reunion_longitude,reunion_type,reunion_wind,reunion_pressure,reunion_tnum,reunion_ci,reunion_rmw,reunion_r34_ne,reunion_r34_se,reunion_r34_sw,reunion_r34_nw,reunion_r50_ne,reunion_r50_se,reunion_r50_sw,reunion_r50_nw,reunion_r64_ne,reunion_r64_se,reunion_r64_sw,reunion_r64_nw,bom_latitude,bom_longitude,bom_type,bom_wind,bom_pressure,bom_tnum,bom_ci,bom_rmw,bom_r34_ne,bom_r34_se,bom_r34_sw,bom_r34_nw,bom_r50_ne,bom_r50_se,bom_r50_sw,bom_r50_nw,bom_r64_ne,bom_r64_se,bom_r64_sw,bom_r64_nw,bom_roci,bom_poci,bom_eye,bom_pos_method,bom_pressure_method,wellington_latitude,wellington_longitude,wellington_wind,wellington_pressure,nadi_latitude,nadi_longitude,nadi_cat,nadi_wind,nadi_pressure,ds824_latitude,ds824_longitude,ds824_stage,ds824_wind,ds824_pressure,td9636_latitude,td9636_longitude,td9636_stage,td9636_wind,td9636_pressure,td9635_latitude,td9635_longitude,td9635_wind,td9635_pressure,td9635_roci,neumann_latitude,neumann_longitude,neumann_class,neumann_wind,neumann_pressure,mlc_latitude,mlc_longitude,mlc_class,mlc_wind,mlc_pressure,usa_atcf_id,source_url,etl_timestamp
1975019N09140,1975,11,WP,MM,LOLA,1/22/1975 12:00:00,TS,7.65185,134.774,,994,tokyo,main,892,875,OOOO_____OOO__,jtwc_wp,7.7,134.9, , ,40,,0,,,,,,,,,,,,,,,, ,7.7,134.6,9,,994,0,,,0,,,0,7.6,134.5,2,38,995,7.40000,134.7,TS,35,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,134.9,TC,40,,7.7,134.9,2,40,,7.7,134.9,40,990,360,,, ,,,,, ,,,WP011975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1975296N24129,1975,117,WP,MM,GRACE,10/30/1975 0:00:00,TS,18.4714,128.943,,1000,tokyo,main,696,696,OOOO_____OOO__,jtwc_wp,18.6,129.2, , ,35,,0,,,,,,,,,,,,,,,, ,18.2,128.7,9,,1000,0,,,0,,,0,18.2,128.6,2,38,998,18.5000,128.5,TD,30,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,129.2,TC,35,,18.6,129.2,2,35,,18.6,129.2,35,990,480,,, ,,,,, ,,,WP201975,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976026N02151,1976,8,WP,MM,KATHY,2/2/1976 0:00:00,TS,21.0185,150.544,,985,tokyo,main,1865,1865,OOOO_____OOO__,jtwc_wp,20.8,150.5, , ,45,,0,,,,,,,,,,,,,,,, ,21,151,9,,985,0,,,0,,,0,21.7,150.9,3,48,995,21.3000,149.7,TS,35,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,150.5,TC,45,,20.8,150.5,2,45,,20.8,150.5,45,990,300,,, ,,,,, ,,,WP011976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976115N07163,1976,47,WP,MM,NANCY,4/28/1976 12:00:00,TS,15.2143,155.857,,985,tokyo,main,2079,2071,OOOO_____OOO__,jtwc_wp,15.2,155.8, , ,50,,0,,,,,,,,,,,,,,,, ,15.2,156,9,,985,0,,,0,,,0,15.2,156,3,58,981,15.3000,155.8,TS,45,985,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,155.8,TC,50,,15.2,155.8,2,50,,15.2,155.8,50,985,480,,, ,,,,, ,,,WP041976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976246N09157,1976,104,WP,MM,FRAN,9/9/1976 0:00:00,TS,25.9429,129.043,,930,tokyo,main,593,563,OOOO_____OOO__,jtwc_wp,26,129, , ,120,,4,,,,,,,,,,,,,,,, ,25.8,129.2,9,,930,0,,,0,,,0,25.9,129,6,116,930,25.9000,129.1,SuperT,105,930,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,129,TC,120,,26,129,4,120,,26,129,120,931,720,,, ,,,,, ,,,WP171976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1976257N15113,1976,111,WP,MM,IRIS,9/19/1976 0:00:00,TS,21.0143,113,,975,tokyo,main,98,78,OOOO_____OOO__,jtwc_wp,21,112.9, , ,75,,1,,,,,,,,,,,,,,,, ,20.9,113,9,,975,0,,,0,,,0,21.2,113.3,4,68,975,21.0000,113.1,T,70,975,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,112.9,TC,75,,21,112.9,4,75,,21,112.9,75,974,300,,, ,,,,, ,,,WP201976,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961014N07141,1961,8,WP,MM,RITA,1/19/1961 0:00:00,TS,13.2714,139.886,,1002,tokyo,main,1554,1554,OOOO_____OOO__,jtwc_wp,13.1,139.7, , ,25,,-1,,,,,,,,,,,,,,,, ,14,140.5,2,,1002,0,,,0,,,0,13.2,139.7,1,29,1002,13.3000,140.2,TD,25,1003,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,139.7,TC,25,,13.1,139.7,1,25,,13.1,139.7,25,1003,360,,, ,,,,, ,,,WP011961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961081N08148,1961,32,WP,MM,TESS,3/24/1961 0:00:00,TS,8.87692,144.215,,1005,tokyo,main,1261,1252,OOOO_____OOO__,jtwc_wp,8.6,144.3, , ,35,,0,,,,,,,,,,,,,,,, ,9,144.2,2,,1005,0,,,0,,,0,9,144.2,2,38,1005,9.00000,144,TD,30,1005,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,144.3,TC,35,,8.6,144.3,2,35,,8.6,144.3,35,1005,300,,, ,,,,, ,,,WP031961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961141N09135,1961,37,WP,MM,BETTY,5/22/1961 12:00:00,TS,11.1579,133.232,,990,tokyo,main,798,791,OOOO_____OOO__,jtwc_wp,11.2,133.2, , ,60,,0,,,,,,,,,,,,,,,, ,11.2,133.2,9,,990,0,,,0,,,0,11.2,133.2,4,68,988,10.4000,133.8,TS,35,984,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,133.2,TC,60,,11.2,133.2,2,62,,11.2,133.2,62,986,240,,, ,,,,, ,,,WP061961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1961276N22152,1961,101,WP,MM,VIOLET,10/6/1961 12:00:00,TS,17.9,142.743,,930,tokyo,main,1862,1813,OOOO_____OOO__,jtwc_wp,17.8,142.8, , ,145,,5,,,,,,,,,,,,,,,, ,18,142.6,9,,930,0,,,0,,,0,18.1,142.7,6,145,932,18.0000,142.7,SuperT,130,930,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,142.8,TC,145,,17.8,142.8,4,145,,17.8,142.8,145,927,600,,, ,,,,, ,,,WP231961,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962033N06129,1962,12,WP,MM,FRAN,2/4/1962 12:00:00,TS,7.48571,129.486,,1002,tokyo,main,320,297,OOOO_____OOO__,jtwc_wp,7.5,129.5, , ,45,,0,,,,,,,,,,,,,,,, ,7.4,129.4,9,,1002,0,,,0,,,0,7.4,129.7,3,48,1000,7.60000,129.3,TS,45,1002,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,129.5,TC,45,,7.5,129.5,2,45,,7.5,129.5,45,992,120,,, ,,,,, ,,,WP011962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962106N10143,1962,35,WP,MM,GEORGIA,4/20/1962 12:00:00,TS,16.0571,140.357,,930,tokyo,main,1664,1664,OOOO_____OOO__,jtwc_wp,16.1,140.3, , ,130,,4,,,,,,,,,,,,,,,, ,16,140.5,9,,930,0,,,0,,,0,16,140.5,6,126,934,16.0000,140.3,SuperT,115,935,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,140.3,TC,130,,16.1,140.3,4,130,,16.1,140.3,130,939,420,,, ,,,,, ,,,WP021962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962135N07132,1962,37,WP,MM,HOPE,5/17/1962 0:00:00,TS,11.0143,124.914,,990,tokyo,main,0,0,OOOO_____OOO__,jtwc_wp,11,124.9, , ,40,,0,,,,,,,,,,,,,,,, ,11,125,9,,990,0,,,0,,,0,11,125,3,48,995,11.1000,124.8,TD,25,998,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,124.9,TC,40,,11,124.9,2,42,,11,124.9,42,1000,120,,, ,,,,, ,,,WP031962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962211N09153,1962,57,WP,MM,OPAL,8/2/1962 12:00:00,TS,13.3857,137.486,,990,tokyo,main,1300,1238,OOOO_____OOO__,jtwc_wp,13.4,137.6, , ,70,,1,,,,,,,,,,,,,,,, ,13.4,137.2,9,,990,0,,,0,,,0,13.4,137.3,4,68,984,13.3000,137.5,T,65,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,137.6,TC,70,,13.4,137.6,3,72,,13.4,137.6,72,983,240,,, ,,,,, ,,,WP101962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962226N22128,1962,61,WP,MM,SARAH,8/17/1962 0:00:00,TS,23.4857,124.614,,980,tokyo,main,296,291,OOOO_____OOO__,jtwc_wp,23.4,124.6, , ,75,,1,,,,,,,,,,,,,,,, ,23.6,124.8,9,,980,0,,,0,,,0,23.6,124.7,4,77,980,23.6000,124.4,T,65,988,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,124.6,TC,75,,23.4,124.6,4,75,,23.4,124.6,75,980,240,,, ,,,,, ,,,WP131962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962226N22128,1962,61,WP,MM,SARAH,8/22/1962 0:00:00,TS,33.5143,131.9,,995,tokyo,main,18,9,OOOO_____OOO__,jtwc_wp,33.6,132, , ,30,,-1,,,,,,,,,,,,,,,, ,33.5,131.7,9,,995,0,,,0,,,0,33.5,131.8,2,38,995,33.2000,131.8,TD,30,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,132,TC,30,,33.6,132,1,32,,33.6,132,32,998,240,,, ,,,,, ,,,WP131962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962237N07155,1962,67,WP,MM,WANDA,8/30/1962 12:00:00,TS,20,121.186,,970,tokyo,main,159,158,OOOO_____OOO__,jtwc_wp,20,121.2, , ,85,,2,,,,,,,,,,,,,,,, ,20,121.3,9,,970,0,,,0,,,0,20,121.2,4,77,968,20.0000,121,T,75,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,121.2,TC,85,,20,121.2,4,85,,20,121.2,85,977,540,,, ,,,,, ,,,WP161962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962241N14150,1962,71,WP,MM,AMY,8/30/1962 12:00:00,TS,18.4714,145.129,,985,tokyo,main,1901,1835,OOOO_____OOO__,jtwc_wp,18.4,145.2, , ,60,,0,,,,,,,,,,,,,,,, ,18.5,144.9,9,,985,0,,,0,,,0,18.7,145.2,4,68,985,18.5000,145,STS,60,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,145.2,TC,60,,18.4,145.2,2,62,,18.4,145.2,62,984,360,,, ,,,,, ,,,WP171962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1962327N05144,1962,103,WP,MM,LUCY,11/25/1962 12:00:00,TS,6.81429,134.957,,1000,tokyo,main,836,782,OOOO_____OOO__,jtwc_wp,6.7,135.2, , ,35,,0,,,,,,,,,,,,,,,, ,6.7,134.5,2,,1000,0,,,0,,,0,7,134.6,2,38,997,7.20000,134.8,TD,30,998,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,135.2,TC,35,,6.7,135.2,2,35,,6.7,135.2,35,998,300,,, ,,,,, ,,,WP281962,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963147N12135,1963,47,WP,MM,POLLY,6/5/1963 0:00:00,TS,33.9571,141.5,,985,tokyo,main,167,161,OOOO_____OOO__,jtwc_wp,33.8,141.4, , ,65,,1,,,,,,,,,,,,,,,, ,34,142,9,,985,0,,,0,,,0,34.2,141.5,3,58,985,34.3000,141.4,STS,60,975,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,141.4,TC,65,,33.8,141.4,4,65,,33.8,141.4,65,975,420,,, ,,,,, ,,,WP021963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963167N09156,1963,52,WP,MM,TRIX,6/29/1963 0:00:00,TS,19,118.843,,995,tokyo,main,201,201,OOOO_____OOO__,jtwc_wp,18.9,118.8, , ,65,,1,,,,,,,,,,,,,,,, ,19.1,118.9,9,,995,0,,,0,,,0,19.2,118.8,3,58,990,19.1000,119,STS,55,995,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,118.8,TC,65,,18.9,118.8,3,65,,18.9,118.8,65,995,180,,, ,,,,, ,,,WP051963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963207N13151,1963,65,WP,MM,BESS,8/7/1963 12:00:00,TS,27.8857,133.371,,950,tokyo,main,433,409,OOOO_____OOO__,jtwc_wp,27.9,133.4, , ,110,,3,,,,,,,,,,,,,,,, ,27.8,133.4,9,,950,0,,,0,,,0,27.9,133.4,6,106,947,27.9000,133.2,ST,95,945,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,133.4,TC,110,,27.9,133.4,4,110,,27.9,133.4,110,952,300,,, ,,,,, ,,,WP091963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963235N17164,1963,73,WP,MM,ELAINE,8/27/1963 0:00:00,TS,31.3286,154.457,,970,tokyo,main,1349,1344,OOOO_____OOO__,jtwc_wp,31.3,154.5, , ,90,,2,,,,,,,,,,,,,,,, ,31.4,154.5,9,,970,0,,,0,,,0,31.4,154.5,4,77,968,31.3000,154.2,T,80,965,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,154.5,TC,90,,31.3,154.5,4,90,,31.3,154.5,90,966,240,,, ,,,,, ,,,WP121963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963260N10153,1963,85,WP,MM,IRMA,9/17/1963 12:00:00,TS,13.0333,149.433,,1004,tokyo,main,1706,1706,OOOO_____OOO__,jtwc_wp,13.2,149.5, , ,40,,0,,,,,,,,,,,,,,,, ,12.8,149.4,2,,1004,0,,,0,,,0,12.8,149.4,2,38,1002,13.1000,149.3,TD,30,1004,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,149.5,TC,40,,13.2,149.5,2,40,,13.2,149.5,40,997,240,,, ,,,,, ,,,WP161963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1963287N19164,1963,100,WP,MM,MAMIE,10/16/1963 12:00:00,TS,22.9857,152.971,,980,tokyo,main,1826,1759,OOOO_____OOO__,jtwc_wp,23,153, , ,90,,2,,,,,,,,,,,,,,,, ,23,153,9,,980,0,,,0,,,0,23,153.1,5,87,975,22.9000,152.7,T,80,980,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,153,TC,90,,23,153,4,90,,23,153,90,978,180,,, ,,,,, ,,,WP201963,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964184N22133,1964,39,WP,MM,BETTY,7/2/1964 12:00:00,TS,22.1889,131.048,,996,tokyo,main,963,914,OOOO_____OOO__,jtwc_wp,22.2,131, , ,65,,1,,,,,,,,,,,,,,,, ,22.3,131.2,9,,996,0,,,0,,,0,22.1,131.2,2,38,999,22.1000,130.9,TS,45,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,131,TC,65,,22.2,131,3,65,,22.2,131,65,991,120,,, ,,,,, ,,,WP051964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964187N07150,1964,41,WP,MM,CORA,7/9/1964 0:00:00,TS,12.1429,128.514,,1000,tokyo,main,319,293,OOOO_____OOO__,jtwc_wp,12.1,128.5, , ,95,,2,,,,,,,,,,,,,,,, ,12.4,128.7,9,,1000,0,,,0,,,0,12.1,128.7,3,58,1003,12.1000,128.2,ST,85,955,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,128.5,TC,95,,12.1,128.5,4,95,,12.1,128.5,95,997,180,,, ,,,,, ,,,WP061964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964193N10145,1964,43,WP,MM,DORIS,7/12/1964 0:00:00,TS,11.8286,139.443,,1000,tokyo,main,1462,1422,OOOO_____OOO__,jtwc_wp,11.9,139.4, , ,50,,0,,,,,,,,,,,,,,,, ,11.6,139.7,9,,1000,0,,,0,,,0,11.7,139.6,2,38,1005,11.9000,139.2,TS,45,990,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,139.4,TC,50,,11.9,139.4,2,50,,11.9,139.4,50,1001,120,,, ,,,,, ,,,WP071964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964215N07150,1964,53,WP,MM,IDA,8/6/1964 0:00:00,TS,16.2143,126.314,,940,tokyo,main,326,307,OOOO_____OOO__,jtwc_wp,16.2,126.3, , ,130,,4,,,,,,,,,,,,,,,, ,16.3,126.5,9,,940,0,,,0,,,0,16.2,126.3,6,145,935,16.2000,126.2,SuperT,115,935,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,126.3,TC,130,,16.2,126.3,4,130,,16.2,126.3,130,933,300,,, ,,,,, ,,,WP121964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964224N25161,1964,60,WP,MM,KATHY,8/23/1964 12:00:00,TS,32.1,130.386,,972,tokyo,main,0,0,OOOO_____OOO__,jtwc_wp,32.1,130.4, , ,70,,1,,,,,,,,,,,,,,,, ,32.2,130.4,9,,972,0,,,0,,,0,32.1,130.4,4,68,970,32.0000,130.3,T,65,975,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,130.4,TC,70,,32.1,130.4,4,70,,32.1,130.4,70,967,420,,, ,,,,, ,,,WP151964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964261N12149,1964,84,WP,MM,WILDA,9/24/1964 0:00:00,TS,29.4,130.071,,930,tokyo,main,187,125,OOOO_____OOO__,jtwc_wp,29.4,130.1, , ,100,,3,,,,,,,,,,,,,,,, ,29.5,130.1,9,,930,0,,,0,,,0,29.5,129.9,5,97,941,29.2000,130.1,ST,90,945,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,130.1,TC,100,,29.4,130.1,4,100,,29.4,130.1,100,942,300,,, ,,,,, ,,,WP241964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964278N07156,1964,92,WP,MM,DOT,10/8/1964 0:00:00,TS,13.1429,126.271,,1000,tokyo,main,133,117,OOOO_____OOO__,jtwc_wp,13.1,126.3, , ,45,,0,,,,,,,,,,,,,,,, ,13.3,126.3,2,,1000,0,,,0,,,0,13.3,126.4,2,38,1002,13.0000,126,TS,40,996,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,126.3,TC,45,,13.1,126.3,2,45,,13.1,126.3,45,995,180,,, ,,,,, ,,,WP281964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964295N07158,1964,100,WP,MM,HOPE,10/26/1964 0:00:00,TS,17.5714,135.614,,1000,tokyo,main,1242,1242,OOOO_____OOO__,jtwc_wp,17.7,135.2, , ,40,,0,,,,,,,,,,,,,,,, ,17.3,136.6,2,,1000,0,,,0,,,0,17.2,136.7,1,29,997,17.7000,135.2,TS,35,997,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,135.2,TC,40,,17.7,135.2,2,40,,17.7,135.2,40,996,300,,, ,,,,, ,,,WP321964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
1964295N07158,1964,100,WP,MM,HOPE,10/27/1964 12:00:00,TS,22.3714,136.957,,990,tokyo,main,1145,1113,OOOO_____OOO__,jtwc_wp,22.5,137.2, , ,60,,0,,,,,,,,,,,,,,,, ,22,136.6,9,,990,0,,,0,,,0,22,136.1,3,48,990,22.6000,137.2,STS,55,981,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,137.2,TC,60,,22.5,137.2,2,60,,22.5,137.2,60,982,360,,, ,,,,, ,,,WP321964,https://www.ncei.noaa.gov/data/international-best-track-archive-for-climate-stewardship-ibtracs/v04r00/access/csv/ibtracs.ALL.list.v04r00.csv,8/14/2023 2:46:31
