,Date,Open,High,Low,Close,Adj_Close,Volume,Percentage_Change_Close,prediction
4000,2016-08-15,1336.5,1340.5999755859375,1333.5999755859375,1340.300048828125,1340.300048828125,62.0,0.0033687676564675,1337.879844682755
4001,2016-08-16,1342.199951171875,1355.0,1341.0,1350.5,1350.5,338.0,0.0076101998062248,1351.4065733593438
4002,2016-08-17,1345.5,1347.300048828125,1338.5999755859375,1342.699951171875,1342.699951171875,135.0,-0.0057756748079415,1342.118494803985
4003,2016-08-18,1351.300048828125,1354.4000244140625,1348.199951171875,1351.199951171875,1351.199951171875,140.0,0.0063305282707289,1351.7852101130625
4004,2016-08-19,1350.0999755859375,1350.0999755859375,1338.5999755859375,1340.4000244140625,1340.4000244140625,197.0,-0.0079928412878093,1341.8740835682656
4005,2016-08-22,1334.4000244140625,1337.699951171875,1333.300048828125,1337.699951171875,1337.699951171875,117.0,-0.0020143786877113,1336.5459042167463
4006,2016-08-23,1337.0,1341.199951171875,1334.300048828125,1340.5999755859375,1340.5999755859375,551.0,0.0021679184569917,1338.6072120889098
4007,2016-08-24,1337.199951171875,1337.199951171875,1322.9000244140625,1324.4000244140625,1324.4000244140625,262.0,-0.0120841052266873,1326.8393370744338
4008,2016-08-25,1321.4000244140625,1324.0,1317.0,1320.0999755859375,1320.0999755859375,58.0,-0.0032467900550118,1320.5055843548903
4009,2016-08-26,1323.800048828125,1340.5,1320.0999755859375,1321.5,1321.5,141.0,0.0010605442314632,1334.024689415172
4010,2016-08-29,1315.0,1323.0,1315.0,1322.9000244140625,1322.9000244140625,437.0,0.0010594206689841,1321.4997807288282
4011,2016-08-30,1322.0,1322.0999755859375,1308.0,1311.699951171875,1311.699951171875,705.0,-0.008466303602306,1311.9340139634637
4012,2016-08-31,1310.300048828125,1313.699951171875,1306.300048828125,1306.9000244140625,1306.9000244140625,214.0,-0.0036593176309294,1310.304054779218
4013,2016-09-01,1305.300048828125,1313.0999755859375,1301.5,1312.199951171875,1312.199951171875,225.0,0.0040553421522726,1308.756669724164
4014,2016-09-02,1309.5999755859375,1326.699951171875,1309.199951171875,1322.0999755859375,1322.0999755859375,55.0,0.0075446005048401,1322.624829938783
4015,2016-09-06,1323.300048828125,1349.4000244140625,1323.199951171875,1349.4000244140625,1349.4000244140625,46.0,0.0206490048651774,1343.3172885503623
4016,2016-09-07,1348.4000244140625,1350.5,1343.9000244140625,1344.300048828125,1344.300048828125,14.0,-0.0037794393757714,1347.0690468626085
4017,2016-09-08,1344.800048828125,1345.4000244140625,1335.699951171875,1336.800048828125,1336.800048828125,30.0,-0.0055791116027541,1338.8453594483244
4018,2016-09-09,1338.5,1338.5,1328.0,1330.0999755859375,1330.0999755859375,35.0,-0.0050120234870285,1331.0276330064112
4019,2016-09-12,1327.0,1329.300048828125,1319.9000244140625,1321.0,1321.0,177.0,-0.0068415726283498,1323.8317857735092
4020,2016-09-13,1324.5999755859375,1324.5999755859375,1315.0,1319.0,1319.0,79.0,-0.0015140045420136,1317.8039005525466
4021,2016-09-14,1319.199951171875,1322.300048828125,1319.199951171875,1321.5,1321.5,73.0,0.0018953752843062,1322.0233244273936
4022,2016-09-15,1320.699951171875,1320.699951171875,1310.800048828125,1313.5,1313.5,37.0,-0.0060537268255769,1313.6738236219771
4023,2016-09-16,1312.199951171875,1312.5999755859375,1305.800048828125,1305.800048828125,1305.800048828125,4.0,-0.0058621630543395,1308.1291072584681
4024,2016-09-19,1313.5,1313.5,1313.5,1313.5,1313.5,20.0,0.0058967306509026,1313.9927761748595
4025,2016-09-20,1313.699951171875,1313.699951171875,1313.699951171875,1313.699951171875,1313.699951171875,97.0,0.0001522277669394,1314.1928370938108
4026,2016-09-21,1326.300048828125,1326.9000244140625,1324.0,1326.9000244140625,1326.9000244140625,76.0,0.0100480122804392,1325.5025073584125
4027,2016-09-22,1338.5999755859375,1340.4000244140625,1338.199951171875,1340.4000244140625,1340.4000244140625,23.0,0.0101740897969772,1340.1539804986987
4028,2016-09-23,1337.199951171875,1337.199951171875,1337.199951171875,1337.199951171875,1337.199951171875,40.0,-0.0023874016591325,1337.7057355243114
4029,2016-09-26,1335.199951171875,1341.800048828125,1335.199951171875,1339.699951171875,1339.699951171875,24.0,0.0018695782914208,1340.6598106343504
4030,2016-09-27,1328.0,1328.699951171875,1325.9000244140625,1325.9000244140625,1325.9000244140625,48.0,-0.0103007593198322,1327.4304845529014
4031,2016-09-28,1319.4000244140625,1319.4000244140625,1319.4000244140625,1319.4000244140625,1319.4000244140625,10551.0,-0.004902330402228,1319.8960389316817
4032,2016-09-29,1321.199951171875,1325.0,1314.699951171875,1321.699951171875,1321.699951171875,6108.0,0.0017431610696186,1319.6106290457851
4033,2016-09-30,1320.5999755859375,1327.699951171875,1312.9000244140625,1313.300048828125,1313.300048828125,868.0,-0.0063553776606424,1320.575985758433
4034,2016-10-03,1313.5,1316.800048828125,1308.199951171875,1309.0,1309.0,299.0,-0.0032742318345011,1312.4428984488777
4035,2016-10-04,1307.5999755859375,1310.199951171875,1266.300048828125,1266.300048828125,1266.300048828125,1893.0,-0.0326202835537624,1278.6580243657622
4036,2016-10-05,1272.0999755859375,1274.0,1261.300048828125,1265.199951171875,1265.199951171875,246.0,-0.0008687495963283,1265.7897381156645
4037,2016-10-06,1265.300048828125,1265.300048828125,1249.800048828125,1249.800048828125,1249.800048828125,114.0,-0.0121719119017401,1253.9880451448703
4038,2016-10-07,1253.9000244140625,1263.5999755859375,1248.9000244140625,1248.9000244140625,1248.9000244140625,169.0,-0.0007201347246756,1257.8430866161402
4039,2016-10-11,1258.9000244140625,1258.9000244140625,1253.0,1253.0,1253.0,26.0,0.0032828693296415,1254.8794515983582
4040,2016-10-12,1251.699951171875,1254.0,1251.0999755859375,1251.0999755859375,1251.0999755859375,127.0,-0.001516380218725,1253.4297043749625
4041,2016-10-13,1258.699951171875,1259.0,1255.0,1255.0,1255.0,315.0,0.003117276388912,1256.5763548240875
4042,2016-10-14,1253.9000244140625,1253.9000244140625,1250.5999755859375,1253.0999755859375,1253.0999755859375,311.0,-0.0015139636765438,1251.8524076277627
4043,2016-10-17,1249.9000244140625,1255.0,1249.9000244140625,1254.4000244140625,1254.4000244140625,41.0,0.0010374661666696,1254.1868147269597
4044,2016-10-18,1260.9000244140625,1261.699951171875,1260.800048828125,1260.800048828125,1260.800048828125,11.0,0.0051020601797676,1261.8885225720292
4045,2016-10-19,1262.9000244140625,1271.5,1262.9000244140625,1267.9000244140625,1267.9000244140625,219.0,0.00563132559563,1269.8216543257677
4046,2016-10-20,1270.0,1270.5,1265.5,1265.5999755859375,1265.5999755859375,415.0,-0.00181406166404,1267.42477315495
4047,2016-10-21,1265.9000244140625,1265.9000244140625,1265.9000244140625,1265.9000244140625,1265.9000244140625,224.0,0.000237080304925,1266.3666744196908
4048,2016-10-24,1269.199951171875,1269.199951171875,1261.800048828125,1262.0,1262.0,42.0,-0.0030808312969799,1264.0452865875673
4049,2016-10-25,1264.0999755859375,1274.0999755859375,1264.0999755859375,1271.9000244140625,1271.9000244140625,61.0,0.0078447103122523,1272.0733641622442
4050,2016-10-26,1274.0,1274.0,1264.800048828125,1264.800048828125,1264.800048828125,279.0,-0.0055821805563753,1267.480127499488
4051,2016-10-27,1269.4000244140625,1269.4000244140625,1267.9000244140625,1267.9000244140625,1267.9000244140625,338.0,0.0024509609948305,1268.7287576192425
4052,2016-10-28,1270.300048828125,1281.5,1262.0,1275.5,1275.5,560.0,0.0059941442066378,1272.8705911265074
4053,2016-10-31,1276.5999755859375,1276.5999755859375,1271.5,1271.5,1271.5,58.0,-0.0031360250882007,1273.1970683520294
4054,2016-11-01,1279.300048828125,1290.699951171875,1279.0,1286.4000244140625,1286.4000244140625,49.0,0.0117184619851061,1288.1047839875887
4055,2016-11-02,1288.300048828125,1307.0,1288.300048828125,1306.800048828125,1306.800048828125,30.0,0.0158582276328503,1302.8184055341399
4056,2016-11-03,1296.4000244140625,1303.0999755859375,1287.300048828125,1302.0999755859375,1302.0999755859375,73.0,-0.0035966276909786,1294.9985573765994
4057,2016-11-04,1300.0,1303.300048828125,1296.699951171875,1303.300048828125,1303.300048828125,11.0,0.0009216444702316,1300.455272503259
4058,2016-11-07,1292.0,1294.5,1278.300048828125,1278.300048828125,1278.300048828125,34.0,-0.0191820755492789,1283.9474252591067
4059,2016-11-08,1284.0999755859375,1289.4000244140625,1273.199951171875,1273.4000244140625,1273.4000244140625,50.0,-0.0038332349424179,1280.2729065111307
4060,2016-11-09,1272.199951171875,1318.5999755859375,1270.0,1272.5999755859375,1272.5999755859375,108.0,-0.0006282776918377,1305.8342035271526
4061,2016-11-10,1274.4000244140625,1287.5,1253.300048828125,1265.5,1265.5,63.0,-0.0055791102641413,1268.672742833187
4062,2016-11-14,1227.800048828125,1229.5,1210.4000244140625,1221.199951171875,1221.199951171875,216.0,-0.035005965095318,1216.2999262462413
4063,2016-11-15,1224.300048828125,1226.0,1222.5,1224.0,1224.0,20.0,0.002292866803211,1224.6523002215586
4064,2016-11-16,1229.300048828125,1229.300048828125,1223.0,1223.4000244140625,1223.4000244140625,66.0,-0.0004901761323018,1224.9592541818251
4065,2016-11-17,1224.5999755859375,1225.0,1211.0,1216.5,1216.5,1139.0,-0.0056400394608192,1215.0097734240471
4066,2016-11-18,1211.9000244140625,1211.9000244140625,1207.199951171875,1208.5,1208.5,607.0,-0.0065762433210028,1208.7654879078914
4067,2016-11-21,1209.5999755859375,1209.5999755859375,1209.5999755859375,1209.5999755859375,1209.5999755859375,19.0,0.0009101990781443,1210.0357242185023
